,0
5617,to the interpretation of the results
5615,to the revisions 
5193,to the text
5887,to writing the paper
937,toggle
936,toggle 
1152,toggle gardneri infections for the 
7054,toggle mutants
7041,toggle promoters
8430,toggle silico screening
3539,toggle toggle 
6070,toggle toggle experiment
6063,toggle toggle toggle assay 
8432,toggle vivo screening
4599,took absorption spectroscopy measurements
5937,took care of the mouse colony
4597,took measurements
4600,took optical measurements
2867,took part in the discussion of the results
3651,took part in the excavations of the tracks
2493,took part in the experiments
3233,took the lead in writing the letter
7910,took total glycolsylated hemoglobin measurements
4217,tools
2915,tools 
7071,tooth dating 
862,trained 
8021,trained for the activity purification of toggle mating pheromone 
3512,trained in the molecular techniques
6426,trained monkeys
3767,trained taxonomy
633,trained the first author
6195,trained the monkey
2295,training
4744,transcriptomes
5251,transfected 
3919,transfections
5754,transgenic mice
8332,transients identification
7902,translated documents from to 
1608,transmission electron microscopy data
3613,transmission electron microscopy experiments
7820,transplantations
4594,transport measurements
7916,treated patients
4434,treated the patient
88,tribal knowledge
1925,triple breast cancer 
2629,troubleshooting on data
1931,troubleshooting with the production 
1924,tubulin polymerization assays
7546,tumor cooperation
7552,tumor invasion
3952,tumor tissue
7349,tumorigenicity studies
6912,typing
8486,umbo
5549,uncertainty analysis
1137,under the supervision of 
8475,under the supervision of carried out all sublimation
8477,under the supervision of carried out all syntheses of the organic lig
5447,underst
4820,undertook analysis of the additional coding regions
4532,undertook archaeozoological analyses
2305,undertook assays
4531,undertook climate modelling simulations
4818,undertook experiments to identify 
7079,undertook field research 
7454,undertook interviews 
3881,undertook laboratory work
4529,undertook lipid residue analytical work 
7740,undertook research 
4533,undertook sampling of pottery sherds
7082,undertook simulations 
4246,undertook spectral analyses
4821,undertook the antisense experiment
8261,undertook the clone analysis
7043,undertook the crystallization
623,undertook the phylogenetic analysis
8337,unihemispheric sleep identificatio authors declare no conflict of interest
4707,updated the model
7292,updated the model setup
7926,updated the program database
2681,updated the vector occurrence database to include all sibling species 
8116,upkeep
4494,validated imaging data
2503,validated measures of human mobility data
863,validated the machine learning models used in the analysis
6210,validated the methodology
3194,validated the research
6733,validated the small guide targeting 
716,validation
6468,validation analyses
171,van de 
7425,van den 
3909,variants
6102,vegetation for northern 
5994,vegetation parameters
3955,verified provenance
6978,verified the observation system
6964,verified vertebrate paleontology associations
5135,vetted calibration points
3253,vetted fossil calibrations
8335,video recordings
330,visualization
4317,visualizations
3009,visualized 
1724,visualized all data
3814,visualized data
873,visualized the data
735,visualized the data with input from 
6346,was a clinical collaborator
6369,was a consultant in amyloid work 
7708,was a consultant on the immunohistochemical 
6362,was a consultant to the 
8454,was a key researcher on the component of as 
4783,was also responsible for funding
1480,was awarded the funding
4621,was co of the colloquium 
4623,was co of the colloquium working group
6474,was field coordinator in 
5640,was former head of the d research team
5641,was head of the d research team
5392,was instrumental in acquiring patient data
557,was involved in all aspects of research
4227,was involved in experiment conception
3829,was involved in field data collection
3913,was involved in some structural studies
428,was of the for the development of these st
8424,was primarily responsible for genetic data 
8425,was primarily responsible for language data
5005,was primary mentor of during doctoral research
2920,was principal investigator
2547,was principal investigator of the 
1811,was principal investigator of the contract to perform the study
